646,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,79,,,1931-06-04,p. 1-4,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
483,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,80,,,1931-06-11,p. 3-4,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
492,Traduction,Novalis,Hymnes à la nuit,Gazette de Lausanne,,,,,,1965-12-24,p. 13,,Fait + photocopié,,,Oui
,À propos de Roud,Nr. J.,"Pour les soixante ans du poète Gustave Roud, Les cérémonies de Crêt-Bérard",Gazette de Lausanne,,,141,,,1957-06-18,,,,,,"Fonds ALS, SSV 01-b-01-1947"
,À propos de Roud,Pache Jean,Gustave Roud poète d'aujourd'hui,Feuille d'Avis de Lausanne,,,,,,1968-03-23(-24),,,Pas fait,,,"Non (IS 5178 VIII…, Raphaël Aubert)"
,À propos de Roud,Pe. J.,"Pierre Seghers, fêté à Lausanne, révèle G. Roud à la France",Feuille d'Avis de Lausanne,,,,,,1968-03-11,,,,,,Fonds Daniel Simond
,À propos de Roud,Perrochon Henri,Hommage à Gustave Roud,Journal de Payerne,,,80,,,1950-10-07,p. 1,,,,,"Fonds ALS, SSV 01-b-01-1947"
630,À propos de Roud,Perrochon Henri,"Gustave roud, poète vaudois",Pour tous,,,,,,1957-06-11,p. 37,"Avec un auto-portrait de Roud, à sa table de travail.",,,,
,À propos de Roud,Perrochon Henri,"Le portrait de la semaine, Gustave Roud, poète vaudois",Pour tous,,,24,,,1957-06-11,p. 37,,,,,Non
,À propos de Roud,Perrochon Henri,"Gustave Roud, Poète de la Broye",La Liberté,,,,,,1957-07-21,p. 13,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Perrochon Henri,Le repos du cavalier,Journal de Payerne,,,96,,,1958-12-06,p. 1,,,,,"Fonds ALS, SSV 01-b-01-1947"
,À propos de Roud,Perrochon Henri,"En ce pays (rubrique ""chronique littéraire"")",Le Démocrate et Feuille d'Avis du district de Payerne,,,,,,1967-12-13,,1967-12-13 / 1968-01-05,Pas fait,,,"Non (IS 5178 VIII…, Raphaël Aubert)"
160,Traduction,Rilke Rainer Maria,Une lettre de Rilke Rainer Maria,Revue de Montana-Vermala,,,"7e année, 101",,,1935-06-15,p. 1-4,"Traduction de Roud, lettre du 25 juillet 1921 à la princesse de Thurn et Taxis, reprise dans Suisse romande, 1939.",Fait + photocopié,,,Non
484,Traduction,Rilke Rainer Maria,Lettres inédites de R. M. Rilke,"La Revue du dimanche, supplément hebdomadaire de La Revue de Lausanne",,,,,,1936-09-20,p. 2,"Repris dans Suisse romande, n°4, 1939.",Pas fait (photocopié),,,Non (Scriptorium)
485,Traduction,Rilke Rainer Maria,"Lettre sur Muzot (rubrique ""Textes""), Deux lettres à Mademoiselle X",Suisse romande,,,"3e série, 4",,,1939-09,p. 160-165 et 201-205.,"La première lettre présente l'indication: ""La version que nous en donnons a déjà paru dans le numéro du 15 juin 1935 de la Revue de Montana-Vermala"". ""Deux lettres à Mademoiselle X"" présente l'indication: ""Cette traduction a déjà paru dans la Revue de Lausanne, en 1936.""",Fait + photocopié,,,Non
,À Propos de Roud traducteur,Rolland de Renéville André,"Les Disciples à Saïs (rubrique ""Revue des revues"")",La Nouvelle Revue Française,,,216,Paris,,1931-09,p. 509-510,Note sur les traductions de Roud parues dans Aujourd'hui en 1931.,Pas fait,,,Non
24,Périodique,Roud Gustave,"Poèmes (I. Homme, II. Vienne l'été, III. D'aube)","Cahiers vaudois, ""Poèmes et nouvelles""",,,"2e série, 5e cahier",,,1915,p. 75-82,"Cahiers, 1",Fait,,,Oui
146,Périodique,Roud Gustave,[À cette heure où déjà séparé de nos vies…],Revue de Belles-Lettres,,,7,,,1932,p. 211-213,"Cahiers 1, p. 49-50.",Fait,,,
147,Périodique,Roud Gustave,Annonce d'un Adieu,Présence,,,4,,,1932,p. 28-29,Poème liminaire d'Adieu,Fait,,,
145,Périodique,Roud Gustave,"Steven-Paul Robert – Émile Chambon (rubrique ""Commentaires"")",Présence,,,3,,,1932,p. 55-56,,Fait,,,
613,Périodique,Roud Gustave,Bain d'un faucheur,Lesebuch schweizerischer Dichtung,,,,Zurich,Schweizer Bücherfreunde,1938,p. 239-240,,Pas fait,,,
224,Périodique,Roud Gustave,Deux images de juin,Papillons,,,2,,,1943,s. n. p.,"“Le double ciel” est repris dans Air de la solitude, p. 205-206. Le “Cavalier endormi” est repris et amplifié dans ""Le Repos du cavalier”, Le Repos du cavalier, p. 255-258. Cahiers, 6, p. 78-79.",Fait,,,Oui
225,Périodique,Roud Gustave,Laboureur au repos,Vie Art Cité,,,4,,,1943,s. n. p.,"Tiré sans changement de Pour un moissonneur. Avec une introduction de Georges Nicole, non reprise.",Pas fait,,,Oui
247,Périodique,Roud Gustave,Le Jorat,Courants,,,2,Neuchâtel,La Baconnière,1945,p. 5-16,Repris dans Haut-Jorat.,Fait,,,Non
238,Périodique,Roud Gustave,Hölderlin,Formes et couleurs,,,"3, 4",,,1945,s.n.p.,"Extrait de l'introduction aux Poëmes de Hölderlin, Mermod, 1942. Contient des extraits de traduction des poèmes de Hölderlin par Gustave Roud.",Fait,,,Non
239,Périodique,Roud Gustave,Moissonneur endormi,Formes et couleurs,,,2,,,1945,s.n.p.,"Reprend le poème “Sommeil”, in Essai pour un paradis (1932), Ecrits I, p.254-256.",Fait,,,Non
269,Périodique,Roud Gustave,Dragons,L'Année hippique,,,,,,1948,p. 80-82,"Cahiers, 6, p.123-126.",Fait,,,Non
276,Périodique,Roud Gustave,Repos du Cavalier,Vie Art Cité,,,1,,,1949,p. 38,"Repris, avec quelques variantes, dans “Le repos du cavalier”, in Le repos du cavalier, Ecrits II, p.255-258.",Fait,,,Non
277,Périodique,Roud Gustave,Ferme d'extrême-automne,Économie,,,9,,,1949,p. 63-66,,Fait,,,Non
275,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Vie Art Cité,,,4,,,1949,p.28-29,"Reprend, en grande partie, un article également intitulé “Le peintre Steven-Paul Robert”, paru dans la revue Aujourd'hui, n°41, 11.09.1930.",Fait,,,Non
281,Périodique,Roud Gustave,Portrait de l'apiculteur,Économie,,,11,,,1950,p. 61-66,,Fait,,,Oui
290,Périodique,Roud Gustave,Défaite de l'hiver,Vie Art Cité,,,1,,,1951,p. 1-3,"Les fleurs et les saisons, p.85-88. Repris avec des modifications de ""Fin d'hiver au Jorat"", 1939.",Fait,,,Oui
304,Périodique,Roud Gustave,Jeunes paysans dans la lumière,Vie,,,4,,,1953,p. 10-11,"Le paragraphe “Dix heures” reprend “Dix heures”, Essai pour un paradis, Ecrits I, p. 252-253. Repris, avec d'importantes variantes et suppressions, dans “La Croix”, Campagne perdue, Ecrits III, p. 197-199. Cahiers, 6, p. 83.",Fait,,,Oui
313,Périodique,Roud Gustave,Zauber sommerlicher Dörfer,Schweizer Monatsschrift,,,"14e année, 3",,,1954,p. 49,Traduction d'un passage du Petit traité de la marche en plaine par Irmgard Vogelsanger-de Roche,Pas fait,,,
379,Périodique,Roud Gustave,L'Aveuglement,Écriture,,,2,,,1966,p. 9-12,"Écrits III, D. Maggetti, Lectures conseillées, Europe.",Fait,,,
386,Périodique,Roud Gustave,Anniversaire,Revue neuchâteloise,,,"11e année, 38",,,1967,p. 1-2,"Reprise du texte de Avec Ramuz, lui-même repris, avec de légères modifications, de l'article paru dans le Bulletin mensuel de La Guilde du Livre, 5, 1957.",Pas fait,,,Oui
395,Périodique,Roud Gustave,Signes de perdition,Études de Lettres,,,3,,,1968,p. 205-208,"Repris sous le titre ""La Désertion"", Gazette de Lausanne, 21-22 septembre 1968. Lectures, p. 127-130.",Fait,,,
595,Périodique,Roud Gustave,[Peut-être certains s'étonneront-ils…],Revue de Belles-Lettres,,,"1 (""Edmond-Henri Crisinel"")",,,1968,p. 19,"Brève introduction à ""Deux lettres à Gustave Roud"" de Crisinel.",Pas fait,,,Oui
596,Périodique,Roud Gustave,"[Carrouge, vous avez voulu me tendre]",Revue de Belles-Lettres,,,Mémorial Jean Cocteau,,,1969,p. 4,,Fait,,,Oui
597,Périodique,Roud Gustave,Présence,Revue de Belles-Lettres,,,1,,,1972,p. 31-32,"Reprise du texte paru dans La Liberté, 1972.",Pas fait,,,Oui
403,Périodique,Roud Gustave,Pour un requiem,Les Cahiers du soleil,,,7,,,1972,,,,,,
417,Périodique,Roud Gustave,Fernand contre le ciel,Bulletin joie et travail,,,"7, 5",,,1974,p. 137,"Repris sans changement d'Air de la solitude. Choisi par l'auteur, cf. p. 155.",Pas repris,,,Oui
418,Périodique,Roud Gustave,Nicolas Poussin ou le lyrisme pur,Revue de Belles-Lettres,,,3-4,,,1975,p. 27-31,"Reprise de ""Nicolas Poussin ou le lyrisme pur"", Pour l'art, 3, novembre-décembre 1948.",Pas repris,,,
419,Périodique,Roud Gustave,Lussery,Voix des lettres,,,3,,,1975,p. 34,Reprise sans modification du texte paru dans Campagne perdue.,Pas repris,,,
598,Périodique,Roud Gustave,Quelques notes de 1926,Revue de Belles-Lettres,,,1-2,,,1977,p. 91-93,,Pas fait,,,Biliothèque de Madeleine Briguet
590,Œuvre poétique,Roud Gustave,La Maison perdue,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 17-38,"Contient: ""[Tu dresses, Maison triste…]""; ""[L'heure passe…]""; Le Dimanche hésitant; Trois petits poèmes; A demi et qui hésite; ""[Ton pas près de mon pas…]""; ""[Ce soir seulement…]""; ""[C'était seulement le couchant triste…]""; Philosophie de dix-sept ans; Plus grave; ""[Je vous aime tous, paysages…]"", La Silencieuse visite; Le Retour intérieur; ""[Ma présence inquiète…]""; L'Inverse lumière; Andromaque.",Fait,,,
589,Œuvre poétique,Roud Gustave,La Fuite,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 47,,Fait,,,
588,Œuvre poétique,Roud Gustave,Chant,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 48,,Fait,,,
586,Œuvre poétique,Roud Gustave,[Autre fragment],Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 57,,Fait,,,
592,Œuvre poétique,Roud Gustave,Moulin de Lussery,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 62-65,"Deuxième partie reprise dans Requiem, Ecrits III, pp. 163-165.",Fait,,,
585,Œuvre poétique,Roud Gustave,[Autre dictée],Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 72,"Deuxième strophe reprise dans ""Aux marges du Requiem"".",Fait,,,
587,Œuvre poétique,Roud Gustave,Aux marges du Requiem,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 73,Deuxième strophe reprise de [Autre dictée].,Fait,,,
593,Œuvre poétique,Roud Gustave,Vers libres (très),Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 13-16,"Contient: ""Ecrit un jour de pluie""; ""Sur un lis""; ""Sur une pervenche"".",Fait (sous le document des inédits),,,
591,Œuvre poétique,Roud Gustave,Les Loisirs…,Cahiers Gustave Roud,,avant-propos de Philippe Jaccottet,1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,p. 77 (fac-similé),,Fait (sous le document des inédits),,,
524,Œuvre poétique,Roud Gustave,Les Poèmes en vers et en versets,Cahiers Gustave Roud,,"avant-propos de Philippe Jaccottet, notes bibliographiques de Doris Jakubec",1,Lausanne et Carrouge,Association des Amis de Gustave Roud,1980,,,,,,
1,Œuvre poétique,Roud Gustave,D'un requiem,L'Alphée,,présentation de Jérôme Garcin,"6 (sur les ""Lettres romandes"")",,,1981,p. 62-64,,,,,
425,Périodique,Roud Gustave,[C'est presque un crime de lèse-majesté],La Révolution d'Agaune,,Fernand Gay,,Nyon,Cyclades,1982,p. 289-290,Deux lettres de Gustave Roud à Edmond Humeau.,Pas repris,,,
622,Photographie,Roud Gustave,L'Imagier,Cahiers Gustave Roud,,choix et présentation par Pierre Smolik,4,Lausanne et Carrouge,Association des Amis de Gustave Roud,1986,,,,,,
526,Périodique,Roud Gustave,Proses éparses,Cahiers Gustave Roud,,éd. Anne-Lise Delacrétaz et Claire Jaquier,6,Lausanne et Carrouge,Association des Amis de Gustave Roud,1989,,,,,,
427,Périodique,Roud Gustave,[Chers amis…],Poésie suisse romande,,"éd. Mousse Boulanger, Vahé Godel et Peter Schnyder",18,Namur,Sources - Revue de la Maison de la Poésie,1997,p. 9,"Reprise du texte paru dans Camp de Dessin, Expression, Recherches.",Pas repris,,,
519,Œuvre poétique,Roud Gustave,"Requiem, Présentation, lecture et analyse des manuscrits",Cahiers Gustave Roud,,éd. critique par Adrien Pasquali,10,Lausanne et Carrouge,Association des Amis de Gustave Roud,1997,,,,,,
443,Périodique,Roud Gustave,Lettre de Gustave Roud à Henri-Louis Mermod,Les Échos de Saint-Maurice,,intro. Jérôme Meizoz,Numéro spécial consacré à Maurice Chappaz,,,1998,p. 43-46,,,,,
523,Périodique,Roud Gustave,Poésie,Conférence,,,17 (automne),,,2003,p. 121-123,"Reprise d'une plaquelle éditée par Julien Bogousslavsky (2003, Atelier de Saint-Prex) d'après l'un de ses manuscrits.",,,,
25,Périodique,Roud Gustave,Notes,La Revue romande,,,"3ème série, 1",,,1919-01,p. 5-6,"Le fragment I est repris dans “Service”, Feuillets, Écrits I, p. 43-44. Cahiers, 6, p. 13-16.",Fait,,,Oui
26,Périodique,Roud Gustave,Image sans emploi,La Revue romande,,,"3ème série, 10",,,1919-10-15,p. 1-2,"Repris (sauf la fin) dans “Images”, Campagne perdue, Écrits III, p. 90-92. Repris dans L'Organe de l'Association romande du personnel de la librairie et de l'édition, en septembre 1968",Fait,,,Oui
27,Périodique,Roud Gustave,"Exposition Ch. Clément (rubrique ""Beaux-arts"")",La Revue romande,,,"4ème série, 12",,,1920-11-25,p. 15,"Salut à quelques peintres, p. 61-64.",Fait,,,
29,Périodique,Roud Gustave,"Stéphane Mallarmé, Vers de circonstance (Édition de la Nouvelle Revue française, Paris) (rubrique ""La quinzaine, Les livres"")",La Revue romande,,,"4ème série, 13",,,1920-12-10,p. 14-15,,Fait,,,
28,Périodique,Roud Gustave,Fragment,La Revue romande,,,"4ème série, 13",,,1920-12-10,p. 8,"Cahiers, 1, p. 55-56. Repris avec quelques variantes dans “Labour ancien”, Campagne perdue, Ecrits III, p. 96-98.",Fait,,,
30,Périodique,Roud Gustave,"[Entre tant d'avantages…] (rubrique ""Notes et chroniques, Poèmes"")",La Revue romande,,,"4ème série, 14",,,1920-12-25,p. 15-16,,Fait,,,
31,Périodique,Roud Gustave,"Expositions, Publications (rubrique ""Notes et chroniques, Beaux-arts"")",La Revue romande,,,"4ème série, 15",,,1921-01-10,p. 14-15,,Fait,,,
32,Périodique,Roud Gustave,"Exposition S.-Paul Robert et Jean Viollier (Vevey, Musée Jenisch) (rubrique ""Notes et chroniques, Beaux-arts"")",La Revue romande,,,"4ème série, 17",,,1921-02-10,p. 15,,Fait,,,
33,Périodique,Roud Gustave,"Notes (Padoue, Toscane, Volterra, Retour)",La Revue romande,,,"4ème série, 20",,,1921-03-25,p. 9-10,"Deux fragments sont repris dans Feuillets, ""Petit voyage"" : ""Toscane"" et le second paragraphe de ""Volterra"" (Ecrits I, p. 59-60 et 61-62). Cahiers, 6, p.17-19",Fait,,,
34,Périodique,Roud Gustave,"Exposition R. Th. Bosshard (rubrique ""Notes et chroniques, Beaux-arts"")",La Revue romande,,,"4ème série, 21",,,1921-04-10,p. 14-15,"Salut à quelques peintres, p. 57-60.",Fait,,,
35,Périodique,Roud Gustave,"Première exposition de la Société des Arts (Vevey) (rubrique ""Beaux-Arts"")",Tribune de Lausanne,,,,,,1921-12-01,p. 3,,Fait,,,Oui
36,Périodique,Roud Gustave,"Première exposition de beaux-arts au Kursaal de Montreux (rubrique ""Dans la région"")",Feuille d'Avis de Vevey,,,,,,1922-04-10,p. 5-6,,Fait,,,Oui
,Périodique,Roud Gustave,"Un vitrail (rubrique ""Les Arts"")",La Nouvelle Revue romande,,,Hors série,,,1922-07(-08),,,Fait,,,"Oui (carton Revue romande, au 3e étage)"
37,Périodique,Roud Gustave,"Les Arts à Genève, I. Exposition du Disque",Tribune de Lausanne,,,,,,1922-10-05,p. 4,,Fait,,,
38,Périodique,Roud Gustave,"Les Arts à Genève, Quelques peintres romands à la XVe Exposition nationale des Beaux-Arts",Tribune de Lausanne,,,,,,1922-10-19,p. 3,"Avant les autruches, après les iguanes, p. 15-17.",Fait,,,Oui
39,Périodique,Roud Gustave,"III. Alexandre Blanchet. Un Vinci à Lausanne (rubrique ""Beaux-Arts"")",Tribune de Lausanne,,,,,,1922-11-01,p. 3,"Salut à quelques peintres, p. 45-50.",Fait,,,Oui
40,Périodique,Roud Gustave,"Exposition au Kursaal de Montreux (rubrique ""Beaux-Arts"")",Tribune de Lausanne,,,,,,1923-04-04,p. 3,,Fait,,,Oui
41,Périodique,Roud Gustave,"La Vie artistique, Le ""Turnus""",Tribune de Lausanne,,,,,,1923-04-26,p. 3,"Avant les autruches, après les iguanes, p. 19-21.",Fait,,,
42,Périodique,Roud Gustave,"La Vie artistique, Travaux de l'École cantonale de dessin",Tribune de Lausanne,,,,,,1923-08-05,p. 3,,Fait,,,Oui
43,Périodique,Roud Gustave,René Auberjonois,Gazette de Lausanne,,,,,,1923-09-30,p. 1,"Avant les autruches, après les iguanes, p. 24-27.",Fait,,,
44,Périodique,Roud Gustave,Oeuvres de René Auberjonois au Kunsthaus de Zurich,Tribune de Lausanne,,,,,,1923-10-07,p. 1,"Avant les autruches, après les iguanes, p. 30-31.",Fait,,,
45,Périodique,Roud Gustave,"Quatrième exposition de la Société des Beaux-Arts, à Vevey",Tribune de Lausanne,,,,,,1924-12-21,p. 3,"Avant les autruches, après les iguanes, p. 57-59.",Fait,,,
46,Périodique,Roud Gustave,"Dessins de René Auberjonois, Salon Vallotton (Grand-Chêne)",Tribune de Lausanne,,,,,,1925-02-22,p. 6,,Fait,,,
47,Périodique,Roud Gustave,"S.-Paul Robert, peintre",Tribune de Lausanne,,,,,,1925-11-13,p. 1-2,,Fait,,,Oui
48,Périodique,Roud Gustave,Sur M. René Auberjonois,Gazette de Lausanne,,non signé (vraiment de Roud?),,,,1925-12-20,p. 4,"Avant les autruches, après les iguanes, p. 77-78.",Fait,,,
49,Périodique,Roud Gustave,Vues sur l'œuvre d'Auberjonois,Gazette de Lausanne,,,,,,1926-04-11,p. 1,"Avant les autruches, après les iguanes, p. 82-84.",Fait,,,
50,Périodique,Roud Gustave,Exposition René Auberjonois,Gazette de Lausanne,,,,,,1926-04-22,p. 2,"Avant les autruches, après les iguanes, p. 84-85.",Fait,,,
51,Périodique,Roud Gustave,"Exposition Auberjonois, Dessins ou charmes",Gazette de Lausanne,,,,,,1927-05-21,p. 1,"Avant les autruches, après les iguanes, p. 103-104.",Fait,,,
52,Périodique,Roud Gustave,Découverte de Portalban,La Nouvelle Semaine artistique et littéraire,,,45,,,1928-12-15,p. 712,,Fait,,,Oui
53,Périodique,Roud Gustave,Page de la vie d'Aimé,Revue de Belles-Lettres,,,5,,,1929-03,p. 15-18,"Cahiers, 6, p.20. Comme le ""Fragment"" (Revue romande, 1920), ce texte préfigure Essai pour un paradis.",Fait,,,Oui
54,Périodique,Roud Gustave,"Beaux-Arts, Dessins d'Auberjonois",Gazette de Lausanne,,,,,,1929-05-19,p. 2,"Avant les autruches, après les iguanes, p. 144-145.",Fait,,,
55,Périodique,Roud Gustave,Lettre,Gazette de Beau-Site,,,5,,,1929-08-01,,à Monsieur Theurillat,Fait,,,Oui
56,Périodique,Roud Gustave,Passage du vin,Aujourd'hui,,,1,,,1929-12-05,p. 2,"Campagne perdue, Écrits III, p. 119-121.",Fait,,,Oui
57,Périodique,Roud Gustave,"Choses (I. Goudron, II. Noir et blanc, III. Illusion)",Aujourd'hui,,,2,,,1929-12-12,p. 1,"Le premier paragraphe, “Goudron”, est repris, sans le titre et avec quelques variantes, dans Campagne perdue, Écrits III, p. 179-180. Cahiers, 6, p. 21.",Fait,,,Oui
58,Périodique,Roud Gustave,"Sur le réel (rubrique ""Textes"" (chronique))",Aujourd'hui,,,2,,,1929-12-12,p. 6,"Extraits de textes de Claudel, Valéry, Breton et Aragon, suivis de quelques lignes de Roud sur la rubrique ""Textes"".",Fait,,,
59,Périodique,Roud Gustave,"Trois portraits de Baudelaire (rubrique ""Textes"")",Aujourd'hui,,,3,,,1929-12-19,p. 5,"Textes d'Asselineau, Suarès et Claudel introduits brièvement par Roud.",Fait,,,
60,Périodique,Roud Gustave,"L'Homme et le blé (rubrique ""Textes"" (chronique))",Aujourd'hui,,,4,,,1929-12-26,p. 5,"Cahiers, 6, p. 101-103.",Fait,,,
61,Périodique,Roud Gustave,"L'Arbre qui tombe (rubrique ""Notes"")",Aujourd'hui,,,5,,,1930-01-02,p. 3,Campagne perdue,Fait,,,
62,Périodique,Roud Gustave,Attitudes,Aujourd'hui,,,5,,,1930-01-02,p. 4,,Fait,,,
63,Périodique,Roud Gustave,"Sursis (rubrique ""Notes"")",Aujourd'hui,,,6,,,1930-01-09,p. 4,Campagne perdue,Fait,,,
64,Périodique,Roud Gustave,"D'un manifeste (rubrique ""Textes"" (chronique))",Aujourd'hui,,,6,,,1930-01-09,p. 5,,Fait,,,
65,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,7,,,1930-01-16,p. 2,Petit traité de la marche en plaine,Fait,,,
66,Périodique,Roud Gustave,Prière pour la tache des yeux,Aujourd'hui,,,7,,,1930-01-16,p. 5,"Lectures, p. 13-17. (Voir aussi Air de la solitude, Écrits II, p. 69.)",Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,8,,,1930-01-23,p. 3-4,Petit traité de la marche en plaine,Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,9,,,1930-01-30,p. 3-4,Petit traité de la marche en plaine,Fait,,,
67,Périodique,Roud Gustave,"À propos d'une prière (rubrique ""Textes"" (chronique))",Aujourd'hui,,,9,,,1930-01-30,p. 6,,Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,10,,,1930-02-06,p. 4-5.,Petit traité de la marche en plaine,Fait,,,
68,Périodique,Roud Gustave,"Dons de poèmes (rubrique ""Textes"" (chronique))",Aujourd'hui,,,12,,,1930-02-20,p. 5-6,"Sur Mallarmé, Valéry, Rimbaud, Dante, Poe.",Fait,,,
69,Périodique,Roud Gustave,Brouillard,Aujourd'hui,,,13,,,1930-02-27,p. 1,,Fait,,,Oui
70,Périodique,Roud Gustave,Notes (rubrique),Aujourd'hui,,probablement de Roud,14,,,1930-03-06,p. 2,"Notes que la ""Table générale 1929-1932"", établie par Francine Barthassat en 1972 et révisée par Jacques Dubosson en 1986, donne comme ""probablement Rd"".",Fait,,,
71,Périodique,Roud Gustave,"Engagement d'un valet (1818), …D'une servante (1818), Les Plaisirs indirects ou Le Paradis des catalogues (rubrique ""Textes"")",Aujourd'hui,,,14,,,1930-03-06,p. 5,,Fait,,,
72,Périodique,Roud Gustave,"Entretien (rubrique ""Textes"")",Aujourd'hui,,,16,,,1930-03-20,p. 5-6,Sur Claudel,Fait,,,
73,Périodique,Roud Gustave,Sommeil d'Aimé,Aujourd'hui,,,17,,,1930-03-27,p. 3,"“Sommeil d'Aimé”, Air de la solitude, Écrits II, p. 185-188.",Fait,,,
74,Périodique,Roud Gustave,"Réversibilité (rubrique ""Textes"")",Aujourd'hui,,,17,,,1930-03-27,p. 5,"Lectures, p. 17-20.",Fait,,,
75,Périodique,Roud Gustave,La Voix humaine,Aujourd'hui,,,18,,,1930-04-03,p. 5-6,,Fait,,,
76,Périodique,Roud Gustave,Lettres vivantes,Aujourd'hui,,,19,,,1930-04-10,p. 5-6,,Fait,,,
77,Périodique,Roud Gustave,Choses recommandées,Aujourd'hui,,,20,,,1930-04-17,p. 1,Roud recommande deux lectures.,Pas fait,,,
78,Périodique,Roud Gustave,"Les Principes du nouveau cinéma russe (rubrique ""aujourd'hui"")",Aujourd'hui,,,21,,,1930-04-24,p. 1,Long extrait d'une conférence d'Eisenstein – choisi par Roud ? Pas signé.,Fait,,,
79,Périodique,Roud Gustave,"Lettre de Picasso (rubrique ""Textes"")",Aujourd'hui,,,21,,,1930-04-24,p. 5-6,Brève introduction de Roud,Fait,,,
80,Périodique,Roud Gustave,"Premier coup de faux, ""Dirigeable"" vu d'en bas, Suicide de Maïakovsky, Photographies (rubrique ""aujourd'hui"")",Aujourd'hui,,texte non signé,22,,,1930-05-01,p. 1,"""Premier coup de faux"" est repris, avec de légères variantes, dans Air de la solitude, Écrits II, p. 157-158.",Fait,,,
81,Périodique,Roud Gustave,Extraits des lettres d'Alain-Fournier à sa famille,Aujourd'hui,,,22,,,1930-05-01,p. 5-6,Extraits probablement communiqués par Roud.,Fait,,,
83,Périodique,Roud Gustave,Ville de Pâques,Aujourd'hui,,,23,,,1930-05-08,p. 3,"“Ville de Pâques”, Petit traité de la marche en plaine, Écrits I, p. 136-147.",Fait,,,
84,Périodique,Roud Gustave,"Extraits d'Ulysse (rubrique ""Textes"")",Aujourd'hui,,,23,,,1930-05-08,p. 5,Extraits communiqués par Roud ?,Fait,,,
85,Périodique,Roud Gustave,Lecture d'Ulysse,Aujourd'hui,,,24,,,1930-05-15,p. 4,Sur James Joyce,Fait,,,
86,Périodique,Roud Gustave,"Traitement de l'objet (rubrique ""Textes"")",Aujourd'hui,,,26,,,1930-05-29,p. 6,,Fait,,,
87,Périodique,Roud Gustave,"Fête, ""Vous avez bien dormi..."", ""Qui n'a pas son petit frisson..."", Ombres blanches, (rubrique ""Aujourd'hui"")",Aujourd'hui,,,27,,,1930-06-05,p. 1,,Fait,,,
88,Périodique,Roud Gustave,"I. Le Cerisier fleuri, II. Le Rameau de cerisier, III. Le Merisier bernois, IV. Chanson, V. L'Énigme (rubrique ""Notes"")",Aujourd'hui,,,28,,,1930-06-12,p. 1,"La deuxième partie du fragment V (”L'énigme”) est repris dans Air de la solitude, Écrits II, p. 166-167, depuis “l'énigme qui point à la naissance...”. Cahiers, 6, p. 22-25. Les trois derniers poèmes ont également été publiés dans Les Fleurs et Les Saisons, p. 97-102.",Fait,,,Oui
89,Périodique,Roud Gustave,"La Voix de Robert Desnos (rubrique ""Textes"")",Aujourd'hui,,,28,,,1930-06-12,p. 5,,Fait,,,
90,Périodique,Roud Gustave,"Calendrier, Porte des foins, (rubrique ""Aujourd'hui"")",Aujourd'hui,,textes non signés,29,,,1930-06-19,p. 1,"""Le paragraphe “Le trèfle d'un vert sombre [...] un village aux dents” est repris et modifié dans Campagne perdue, Écrits III, p. 116-117. Le dernier paragraphe, depuis “ces vies mystérieuses”, est aussi repris et modifié dans Campagne perdue, p. 152-153. Daniel Maggetti, Écrit à Carrouge, Fata Morgana, 2011, p. 11-15.",Fait,,,
2,Périodique,Roud Gustave,"[Une femme (Catherine Mansfield…]; Autre paradis (rubrique ""Aujourd'hui"")",Aujourd'hui,,Textes non signés,31,,,1930-07-03,p. 1,,Fait,,,
